cell_number	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179
70.0	3.706e-07	8.359e-06	1.646	1.196e-09	5.752e-06	2.141e-12	8.045e-13	2.606e-14	2.606e-14	0.9792	0.01292	0.04765	2.202e-10	8.89e-10	0.05112	1.426e-10	0.0004335	1.244e-05	5.385e-13	2.277e-07	4.431e-12	1.21e-11	4.694e-13	3.72e-14	6.79e-15	4.886e-14	3.623e-12	2.604e-17	1.005	0.035	490.2	4.324	0.0004662	3.569e-11	2.141e-12	1.839e-05	18.15	2.413e-07	1.493e-05	4.357e-06	2.474e-05	5.674e-06	2.606e-14	2.239e-07	0.0005699	2734000.0	40070.0	0.1766	0.01677	0.001379	0.0003522	1071.0	5.565	1.542e-07	0.03764	1.542e-07	1.582e-08	0.03764	2.867e-06	1.796e-08	7.423e-09	2757000.0	33470.0	1.597e-06	6.756e-06	1.621e-08	12.55	6.77e-06	1.802e-06	4.543e-07	1.103e-09	0.02761	0.004504	8.045e-13	2.606e-14	0.03564	0.2046	1.3e-08	19240.0	1.341e-05	5.296e-07	5.649	3.582e-07	2.475e-07	0.0001315	8.704e-05	1.247e-10	0.3087	2.207e-08	0.0001752	6.912e-06	20.54	0.5292	14720000.0	2.6e-05	5.294e-05	3.357e-06	2.434e-05	0.001024	3.849e-08	1.316	0.01183	12.58	5.674e-06	14720000.0	8.505e-10	0.03263	2.239e-07	1.286e-18	0.0001983	12.25	2.437e-07	494.5	17600.0	0.03212	13.82	6627.0	0.001485	2689.0	1431.0	18.46	2.879e-31	6.556e-12	6.556e-12	0.01927	0.004959	1.654e-05	0.0422	8.383e-12	1.398e-07	0.0	6.556e-12	1.425e-13	1.425e-13	1.864e-07	3.103e-05	1.732e-27	4.225e-07	6.371e-11	0.0004384	0.0007763	1.02e-07	0.5879	17.44	9.968e-10	6.401e-17	3.098e-06	1.961e-07	8.248e-07	6.911e-34	1.823e-22	5.255e-19	7.558e-05	1.033e-05	1.468e-05	1.175e-11	4.39e-12	4.055e-12	6.947e-12	195.3	3.06e-08	6.58e-06	10.12	0.004244	6.663e-05	4.515e-06	1.404e-93	1.404e-93	20.2	1.349	9.879e-07	1.016e-06	4.759e-06	8.817e-07	73.98	-0.0	3.136e-05	0.5735	9.385	6.388e-06
71.0	4.479e-07	1.009e-05	1.489	1.163e-09	6.678e-06	2.487e-12	9.573e-13	2.356e-14	2.356e-14	0.9364	0.01169	0.04311	2.072e-10	8.358e-10	0.05009	1.401e-10	0.0004199	1.52e-05	6.576e-13	2.852e-07	5.481e-12	1.481e-11	5.733e-13	3.587e-14	6.464e-15	4.651e-14	4.481e-12	2.494e-17	0.9618	0.03431	569.5	5.152	0.0006951	5.32e-11	2.487e-12	2.812e-05	21.6	3.009e-07	1.755e-05	5.058e-06	2.873e-05	6.585e-06	2.356e-14	2.664e-07	0.0005585	2583000.0	38550.0	0.1597	0.01562	0.001278	0.0003415	1024.0	6.715	1.86e-07	0.04657	1.86e-07	1.487e-08	0.04657	3.502e-06	1.711e-08	6.979e-09	2604000.0	32260.0	1.526e-06	6.687e-06	1.996e-08	14.56	7.959e-06	2.091e-06	5.275e-07	1.059e-09	0.0256	0.004231	9.573e-13	2.356e-14	0.03227	0.1852	1.583e-08	17930.0	1.579e-05	4.92e-07	6.82	4.325e-07	2.271e-07	0.0001567	8.55e-05	1.148e-10	0.3768	2.788e-08	0.0002676	1.082e-05	20.04	0.652	17520000.0	3.873e-05	6.225e-05	3.897e-06	2.826e-05	0.001545	4.741e-08	1.566	0.01097	15.15	6.585e-06	17520000.0	8.165e-10	0.03026	2.664e-07	1.164e-18	0.0002506	14.95	2.276e-07	574.7	16310.0	0.04784	16.07	6313.0	0.002268	2506.0	1230.0	21.98	2.816e-31	7.616e-12	7.616e-12	0.01755	0.004515	1.635e-05	0.04968	8.178e-12	1.724e-07	0.0	7.616e-12	1.33e-13	1.33e-13	1.83e-07	3.718e-05	1.491e-27	3.847e-07	5.921e-11	0.0006643	0.001176	9.702e-08	0.5317	20.59	1.188e-09	7.894e-17	3.608e-06	2.289e-07	9.577e-07	8.688e-34	2.158e-22	6.427e-19	7.569e-05	1.034e-05	1.47e-05	1.486e-11	5.541e-12	5.117e-12	8.776e-12	188.4	3.739e-08	8.02e-06	12.16	0.005187	8.132e-05	4.295e-06	1.506e-90	1.506e-90	24.89	1.361	1.254e-06	1.29e-06	4.527e-06	8.387e-07	73.17	-0.0	3.876e-05	0.5736	11.11	6.076e-06
72.0	5.456e-07	1.23e-05	1.347	1.14e-09	7.743e-06	2.882e-12	1.132e-12	2.132e-14	2.132e-14	0.9175	0.01057	0.03899	1.971e-10	7.951e-10	0.05006	1.41e-10	0.0004099	1.911e-05	8.245e-13	3.656e-07	7.078e-12	1.861e-11	7.188e-13	3.574e-14	6.343e-15	4.564e-14	5.787e-12	2.444e-17	0.9422	0.03429	659.8	6.089	0.001032	7.877e-11	2.882e-12	4.257e-05	25.53	3.826e-07	2.066e-05	5.865e-06	3.331e-05	7.631e-06	2.132e-14	3.149e-07	0.0005552	2453000.0	37210.0	0.1445	0.0144	0.00118	0.0003333	968.8	8.181	2.261e-07	0.05787	2.261e-07	1.415e-08	0.05787	4.384e-06	1.652e-08	6.639e-09	2473000.0	31300.0	1.456e-06	6.628e-06	2.464e-08	16.82	9.369e-06	2.425e-06	6.116e-07	1.023e-09	0.02362	0.003963	1.132e-12	2.132e-14	0.02918	0.1675	1.874e-08	16640.0	1.881e-05	4.659e-07	8.309	5.27e-07	2.118e-07	0.0001923	8.493e-05	1.07e-10	0.4543	3.52e-08	0.0004051	1.672e-05	19.27	0.8067	20700000.0	5.737e-05	7.327e-05	4.518e-06	3.276e-05	0.002357	5.852e-08	1.846	0.01012	18.4	7.631e-06	20700000.0	7.889e-10	0.02792	3.149e-07	1.053e-18	0.0003163	18.35	2.169e-07	665.9	15050.0	0.07105	18.61	5937.0	0.003436	2327.0	1058.0	25.99	2.816e-31	8.827e-12	8.827e-12	0.01584	0.004076	1.63e-05	0.05934	8.184e-12	2.133e-07	0.0	8.827e-12	1.235e-13	1.235e-13	1.797e-07	4.419e-05	1.283e-27	3.537e-07	5.633e-11	0.001007	0.001782	9.228e-08	0.481	24.34	1.341e-09	8.83e-17	4.18e-06	2.65e-07	1.11e-06	9.665e-34	2.489e-22	7.339e-19	7.808e-05	1.067e-05	1.517e-05	1.939e-11	7.216e-12	6.661e-12	1.144e-11	184.7	4.654e-08	9.956e-06	14.64	0.006319	9.881e-05	4.085e-06	1.564e-87	1.564e-87	30.56	1.383	1.605e-06	1.651e-06	4.306e-06	7.977e-07	73.17	-0.0	4.851e-05	0.5775	13.17	5.779e-06
73.0	6.704e-07	1.515e-05	1.22	1.139e-09	8.964e-06	3.331e-12	1.327e-12	1.933e-14	1.933e-14	0.9257	0.009562	0.03529	1.9e-10	7.677e-10	0.05123	1.46e-10	0.0004036	2.484e-05	1.067e-12	4.817e-07	9.629e-12	2.415e-11	9.299e-13	3.735e-14	6.465e-15	4.652e-14	7.873e-12	2.461e-17	0.9504	0.03508	761.6	7.119	0.001521	1.155e-10	3.331e-12	6.36e-05	29.9	4.975e-07	2.453e-05	6.789e-06	3.856e-05	8.829e-06	1.933e-14	3.691e-07	0.000561	2346000.0	36070.0	0.1308	0.01309	0.001083	0.0003273	904.6	10.08	2.77e-07	0.07222	2.77e-07	1.366e-08	0.07222	5.65e-06	1.636e-08	6.409e-09	2364000.0	30590.0	1.383e-06	6.57e-06	3.047e-08	19.34	1.112e-05	2.807e-06	7.08e-07	9.964e-10	0.02168	0.003729	1.327e-12	1.933e-14	0.02636	0.1514	2.134e-08	15350.0	2.274e-05	4.551e-07	10.23	6.491e-07	2.017e-07	0.0002445	8.547e-05	1.012e-10	0.5389	4.431e-08	0.0006061	2.534e-05	18.16	1.003	24220000.0	8.429e-05	8.699e-05	5.231e-06	3.793e-05	0.003642	7.236e-08	2.15	0.009292	22.53	8.829e-06	24220000.0	7.684e-10	0.02562	3.691e-07	9.534e-19	0.0003982	22.68	2.12e-07	768.7	13820.0	0.105	21.42	5496.0	0.005144	2150.0	913.4	30.44	2.891e-31	1.02e-11	1.02e-11	0.01417	0.003644	1.641e-05	0.07212	8.444e-12	2.648e-07	0.0	1.02e-11	1.137e-13	1.137e-13	1.765e-07	5.19e-05	1.105e-27	3.295e-07	5.517e-11	0.001524	0.0027	8.782e-08	0.4356	28.82	1.411e-09	8.708e-17	4.81e-06	3.034e-07	1.285e-06	9.183e-34	2.775e-22	7.67e-19	8.351e-05	1.141e-05	1.622e-05	2.627e-11	9.752e-12	8.998e-12	1.547e-11	184.9	5.921e-08	1.263e-05	17.66	0.007663	0.0001194	3.888e-06	1.548e-84	1.548e-84	37.33	1.415	2.072e-06	2.132e-06	4.098e-06	7.591e-07	74.13	-0.0	6.163e-05	0.5864	15.64	5.5e-06
74.0	8.298e-07	1.883e-05	1.107	1.158e-09	1.035e-05	3.834e-12	1.54e-12	1.758e-14	1.758e-14	0.9626	0.008656	0.03198	1.856e-10	7.525e-10	0.05367	1.555e-10	0.0004002	3.343e-05	1.424e-12	6.515e-07	1.382e-11	3.233e-11	1.241e-12	4.099e-14	6.853e-15	4.931e-14	1.13e-11	2.551e-17	0.9876	0.03673	874.8	8.218	0.002223	1.675e-10	3.834e-12	9.341e-05	34.62	6.614e-07	2.933e-05	7.84e-06	4.453e-05	1.019e-05	1.758e-14	4.282e-07	0.0005762	2258000.0	35080.0	0.1186	0.01172	0.0009888	0.000323	831.4	12.54	3.419e-07	0.09031	3.419e-07	1.339e-08	0.09031	7.496e-06	1.659e-08	6.281e-09	2275000.0	30100.0	1.307e-06	6.502e-06	3.768e-08	22.1	1.33e-05	3.242e-06	8.176e-07	9.782e-10	0.01978	0.003519	1.54e-12	1.758e-14	0.0238	0.1367	2.328e-08	14060.0	2.79e-05	4.59e-07	12.72	8.07e-07	1.965e-07	0.0003225	8.707e-05	9.732e-11	0.627	5.546e-08	0.0008927	3.751e-05	16.74	1.25	27980000.0	0.0001225	0.000104	6.041e-06	4.38e-05	0.005694	8.948e-08	2.469	0.008477	27.81	1.019e-05	27980000.0	7.545e-10	0.02335	4.282e-07	8.646e-19	0.0004989	28.2	2.128e-07	883.0	12630.0	0.1541	24.48	4997.0	0.007586	1975.0	791.8	35.25	3.046e-31	1.174e-11	1.174e-11	0.01254	0.003225	1.664e-05	0.08919	8.987e-12	3.292e-07	0.0	1.174e-11	1.036e-13	1.036e-13	1.732e-07	6.009e-05	9.534e-28	3.11e-07	5.563e-11	0.002302	0.004084	8.363e-08	0.3952	34.15	1.375e-09	7.482e-17	5.492e-06	3.431e-07	1.483e-06	7.342e-34	2.98e-22	7.274e-19	9.272e-05	1.267e-05	1.801e-05	3.695e-11	1.368e-11	1.262e-11	2.173e-11	189.1	7.703e-08	1.638e-05	21.33	0.00924	0.0001432	3.702e-06	1.437e-81	1.437e-81	45.31	1.459	2.695e-06	2.773e-06	3.902e-06	7.229e-07	76.09	-0.0	7.946e-05	0.6006	18.58	5.237e-06
75.0	1.031e-06	2.354e-05	1.005	1.201e-09	1.191e-05	4.391e-12	1.764e-12	1.601e-14	1.601e-14	1.027	0.00784	0.02902	1.834e-10	7.468e-10	0.05728	1.695e-10	0.0003987	4.628e-05	1.951e-12	8.987e-07	2.077e-11	4.442e-11	1.701e-12	4.727e-14	7.519e-15	5.41e-14	1.698e-11	2.708e-17	1.053	0.03915	998.7	9.347	0.003212	2.395e-10	4.391e-12	0.0001345	39.56	8.943e-07	3.545e-05	9.018e-06	5.122e-05	1.171e-05	1.601e-14	4.905e-07	0.0005991	2182000.0	34160.0	0.1077	0.01034	0.0008968	0.0003195	751.6	15.69	4.235e-07	0.1126	4.235e-07	1.328e-08	0.1126	1.019e-05	1.73e-08	6.231e-09	2198000.0	29720.0	1.226e-06	6.407e-06	4.644e-08	25.07	1.608e-05	3.73e-06	9.404e-07	9.654e-10	0.01792	0.003348	1.764e-12	1.601e-14	0.02147	0.1234	2.433e-08	12790.0	3.464e-05	4.796e-07	15.89	1.009e-06	1.954e-07	0.0004393	8.948e-05	9.493e-11	0.7136	6.874e-08	0.001291	5.403e-05	15.07	1.557	31880000.0	0.0001759	0.0001257	6.95e-06	5.038e-05	0.008972	1.103e-07	2.79	0.007681	34.49	1.171e-05	31880000.0	7.447e-10	0.02114	4.905e-07	7.849e-19	0.0006191	35.17	2.185e-07	1008.0	11470.0	0.2241	27.75	4457.0	0.01098	1804.0	689.0	40.27	3.278e-31	1.345e-11	1.345e-11	0.011	0.002825	1.694e-05	0.1119	9.811e-12	4.084e-07	0.0	1.345e-11	9.365e-14	9.365e-14	1.694e-07	6.851e-05	8.234e-28	2.965e-07	5.746e-11	0.00346	0.006152	7.968e-08	0.3591	40.48	1.245e-09	5.644e-17	6.213e-06	3.829e-07	1.705e-06	4.989e-34	3.086e-22	6.288e-19	0.0001064	1.454e-05	2.067e-05	5.368e-11	1.982e-11	1.827e-11	3.152e-11	197.3	1.022e-07	2.166e-05	25.78	0.01107	0.0001703	3.528e-06	1.228e-78	1.228e-78	54.53	1.512	3.518e-06	3.62e-06	3.718e-06	6.888e-07	78.94	-0.0	0.0001037	0.6195	22.09	4.99e-06
76.0	1.278e-06	2.943e-05	0.9142	1.279e-09	1.362e-05	4.994e-12	1.992e-12	1.461e-14	1.461e-14	1.116	0.0071	0.02633	1.823e-10	7.466e-10	0.06175	1.876e-10	0.0003973	6.523e-05	2.716e-12	1.251e-06	3.225e-11	6.2e-11	2.368e-12	5.731e-14	8.458e-15	6.085e-14	2.637e-11	2.923e-17	1.143	0.04215	1132.0	10.46	0.004577	3.372e-10	4.994e-12	0.0001893	44.52	1.22e-06	4.37e-05	1.031e-05	5.857e-05	1.339e-05	1.461e-14	5.537e-07	0.0006267	2111000.0	33170.0	0.09783	0.00899	0.0008072	0.0003154	668.2	19.64	5.238e-07	0.1392	5.238e-07	1.327e-08	0.1392	1.405e-05	1.863e-08	6.226e-09	2125000.0	29290.0	1.141e-06	6.262e-06	5.677e-08	28.22	1.982e-05	4.266e-06	1.075e-06	9.534e-10	0.01611	0.003239	1.992e-12	1.461e-14	0.01935	0.1113	2.446e-08	11540.0	4.33e-05	5.22e-07	19.86	1.261e-06	1.973e-07	0.0006124	9.223e-05	9.359e-11	0.7929	8.388e-08	0.001826	7.551e-05	13.26	1.927	35760000.0	0.0002489	0.000155	7.949e-06	5.761e-05	0.01416	1.348e-07	3.1	0.006905	42.74	1.339e-05	35760000.0	7.357e-10	0.01897	5.537e-07	7.129e-19	0.0007568	43.77	2.281e-07	1142.0	10340.0	0.3218	31.18	3899.0	0.01556	1637.0	601.0	45.32	3.571e-31	1.529e-11	1.529e-11	0.009566	0.002454	1.721e-05	0.1416	1.088e-11	5.029e-07	0.0	1.529e-11	8.384e-14	8.383e-14	1.647e-07	7.684e-05	7.112e-28	2.841e-07	6.019e-11	0.005166	0.009209	7.594e-08	0.3265	47.95	1.057e-09	3.809e-17	6.957e-06	4.214e-07	1.948e-06	2.952e-34	3.091e-22	5.018e-19	0.000125	1.708e-05	2.429e-05	7.975e-11	2.936e-11	2.705e-11	4.675e-11	209.1	1.375e-07	2.905e-05	31.14	0.01315	0.0002009	3.362e-06	9.476e-76	9.476e-76	64.99	1.567	4.588e-06	4.722e-06	3.543e-06	6.565e-07	82.39	2.287e-303	0.0001365	0.6415	26.24	4.756e-06
77.0	1.575e-06	3.66e-05	0.8314	1.412e-09	1.546e-05	5.634e-12	2.215e-12	1.334e-14	1.334e-14	1.227	0.006427	0.02389	1.816e-10	7.488e-10	0.0668	2.092e-10	0.0003946	9.278e-05	3.812e-12	1.742e-06	5.114e-11	8.722e-11	3.323e-12	7.347e-14	9.676e-15	6.962e-14	4.181e-11	3.187e-17	1.255	0.04553	1272.0	11.51	0.00642	4.667e-10	5.634e-12	0.0002599	49.3	1.665e-06	5.56e-05	1.171e-05	6.65e-05	1.52e-05	1.334e-14	6.153e-07	0.0006559	2038000.0	32040.0	0.08888	0.007711	0.0007207	0.0003099	584.4	24.48	6.44e-07	0.1699	6.44e-07	1.33e-08	0.1699	1.952e-05	2.093e-08	6.24e-09	2050000.0	28700.0	1.053e-06	6.055e-06	6.86e-08	31.48	2.521e-05	4.845e-06	1.221e-06	9.389e-10	0.01436	0.003231	2.215e-12	1.334e-14	0.01742	0.1002	2.374e-08	10340.0	5.425e-05	5.975e-07	24.7	1.569e-06	2.015e-07	0.0008668	9.489e-05	9.297e-11	0.8594	1.004e-07	0.002523	0.0001022	11.42	2.359	39430000.0	0.0003463	0.0001972	9.027e-06	6.541e-05	0.02228	1.629e-07	3.384	0.006156	52.71	1.52e-05	39430000.0	7.247e-10	0.01689	6.153e-07	6.473e-19	0.0009074	54.17	2.404e-07	1284.0	9257.0	0.4554	34.69	3346.0	0.02154	1476.0	524.9	50.17	3.91e-31	1.725e-11	1.725e-11	0.008258	0.002116	1.737e-05	0.1798	1.217e-11	6.123e-07	0.0	1.725e-11	7.441e-14	7.441e-14	1.59e-07	8.478e-05	6.14e-28	2.721e-07	6.346e-11	0.007645	0.01367	7.237e-08	0.2969	56.7	8.514e-10	2.344e-17	7.709e-06	4.575e-07	2.209e-06	1.559e-34	3.007e-22	3.744e-19	0.0001493	2.04e-05	2.901e-05	1.201e-10	4.408e-11	4.06e-11	7.03e-11	224.2	1.869e-07	3.932e-05	37.53	0.01548	0.0002348	3.204e-06	6.475e-73	6.475e-73	76.63	1.62	5.952e-06	6.127e-06	3.376e-06	6.256e-07	86.21	2.285e-293	0.0001802	0.6649	31.13	4.532e-06
78.0	1.925e-06	4.519e-05	0.7559	1.616e-09	1.741e-05	6.301e-12	2.422e-12	1.218e-14	1.218e-14	1.359	0.005813	0.02167	1.81e-10	7.517e-10	0.07226	2.345e-10	0.0003901	0.0001325	5.366e-12	2.415e-06	8.219e-11	1.23e-10	4.678e-12	9.931e-14	1.121e-14	8.062e-14	6.72e-11	3.497e-17	1.388	0.04917	1417.0	12.44	0.008852	6.344e-10	6.301e-12	0.000348	53.7	2.265e-06	7.307e-05	1.319e-05	7.489e-05	1.71e-05	1.218e-14	6.724e-07	0.0006852	1962000.0	30730.0	0.08071	0.006531	0.0006382	0.0003027	503.5	30.28	7.853e-07	0.2041	7.853e-07	1.334e-08	0.2041	2.718e-05	2.451e-08	6.261e-09	1972000.0	27920.0	9.649e-07	5.79e-06	8.176e-08	34.79	3.314e-05	5.457e-06	1.375e-06	9.203e-10	0.0127	0.003327	2.422e-12	1.218e-14	0.01565	0.09019	2.233e-08	9198.0	6.797e-05	7.189e-07	30.47	1.937e-06	2.077e-07	0.00124	9.724e-05	9.287e-11	0.9083	1.176e-07	0.003402	0.0001337	9.631	2.852	42750000.0	0.0004737	0.0002592	1.017e-05	7.366e-05	0.03483	1.942e-07	3.63	0.005443	64.56	1.71e-05	42750000.0	7.105e-10	0.0149	6.724e-07	5.875e-19	0.001065	66.51	2.551e-07	1429.0	8219.0	0.6342	38.2	2819.0	0.0291	1322.0	458.7	54.61	4.286e-31	1.93e-11	1.93e-11	0.007084	0.001812	1.739e-05	0.2285	1.365e-11	7.354e-07	0.0	1.93e-11	6.553e-14	6.553e-14	1.524e-07	9.206e-05	5.295e-28	2.6e-07	6.705e-11	0.0112	0.02009	6.894e-08	0.27	66.89	6.543e-10	1.334e-17	8.446e-06	4.9e-07	2.485e-06	7.468e-35	2.849e-22	2.636e-19	0.0001804	2.465e-05	3.505e-05	1.825e-10	6.675e-11	6.145e-11	1.066e-10	242.5	2.556e-07	5.356e-05	45.09	0.01807	0.000272	3.052e-06	3.849e-70	3.849e-70	89.33	1.667	7.664e-06	7.889e-06	3.217e-06	5.96e-07	90.26	1.767e-283	0.0002383	0.6891	36.84	4.318e-06
79.0	2.331e-06	5.533e-05	0.6871	1.943e-09	1.943e-05	6.982e-12	2.604e-12	1.111e-14	1.111e-14	1.515	0.005254	0.01964	1.803e-10	7.549e-10	0.07811	2.64e-10	0.0003841	0.0001895	7.565e-12	3.328e-06	1.336e-10	1.737e-10	6.595e-12	1.433e-13	1.312e-14	9.438e-14	1.092e-10	3.86e-17	1.546	0.05305	1563.0	13.21	0.01199	8.466e-10	6.982e-12	0.000454	57.5	3.07e-06	0.0001005	1.472e-05	8.361e-05	1.908e-05	1.111e-14	7.226e-07	0.0007144	1882000.0	29270.0	0.07327	0.005466	0.0005605	0.000294	427.7	37.15	9.492e-07	0.2411	9.492e-07	1.339e-08	0.2411	3.788e-05	3.031e-08	6.283e-09	1891000.0	26960.0	8.783e-07	5.478e-06	9.609e-08	38.09	4.56e-05	6.094e-06	1.535e-06	8.979e-10	0.01113	0.003588	2.604e-12	1.111e-14	0.01405	0.08105	2.041e-08	8137.0	8.507e-05	9.207e-07	37.29	2.371e-06	2.159e-07	0.00179	9.926e-05	9.326e-11	0.9365	1.348e-07	0.004472	0.0001693	7.97	3.402	45540000.0	0.0006363	0.0003566	1.135e-05	8.224e-05	0.054	2.282e-07	3.826	0.004772	78.45	1.908e-05	45540000.0	6.934e-10	0.01304	7.226e-07	5.33e-19	0.001224	80.96	2.721e-07	1576.0	7241.0	0.8681	41.62	2333.0	0.03832	1179.0	400.9	58.44	4.7e-31	2.138e-11	2.138e-11	0.00604	0.001543	1.727e-05	0.2902	1.535e-11	8.713e-07	0.0	2.138e-11	5.733e-14	5.733e-14	1.45e-07	9.844e-05	4.561e-28	2.476e-07	7.091e-11	0.01622	0.02921	6.566e-08	0.2454	78.65	4.818e-10	7.064e-18	9.15e-06	5.179e-07	2.77e-06	3.279e-35	2.633e-22	1.76e-19	0.0002204	3.011e-05	4.282e-05	2.792e-10	1.017e-10	9.359e-11	1.627e-10	264.6	3.513e-07	7.327e-05	53.96	0.02089	0.0003119	2.907e-06	1.96e-67	1.96e-67	102.9	1.708	9.783e-06	1.007e-05	3.064e-06	5.676e-07	94.53	1.038e-273	0.0003151	0.7137	43.47	4.112e-06
80.0	2.798e-06	6.721e-05	0.6243	2.471e-09	2.151e-05	7.666e-12	2.755e-12	1.014e-14	1.014e-14	1.702	0.004744	0.01779	1.797e-10	7.589e-10	0.08446	2.989e-10	0.000377	0.0002719	1.069e-11	4.563e-06	2.198e-10	2.458e-10	9.316e-12	2.219e-13	1.553e-14	1.117e-13	1.797e-10	4.287e-17	1.735	0.05725	1708.0	13.8	0.01595	1.109e-09	7.666e-12	0.0005773	60.56	4.147e-06	0.0001455	1.629e-05	9.253e-05	2.11e-05	1.014e-14	7.637e-07	0.0007442	1802000.0	27720.0	0.06648	0.004524	0.0004884	0.0002843	358.7	45.21	1.138e-06	0.2805	1.138e-06	1.345e-08	0.2805	5.287e-05	3.982e-08	6.311e-09	1810000.0	25840.0	7.955e-07	5.136e-06	1.114e-07	41.29	6.6e-05	6.746e-06	1.699e-06	8.724e-10	0.009685	0.004073	2.755e-12	1.014e-14	0.01259	0.07275	1.814e-08	7161.0	0.0001064	1.262e-06	45.25	2.88e-06	2.262e-07	0.002606	0.0001011	9.416e-11	0.9421	1.514e-07	0.005732	0.0002074	6.48	4.007	47690000.0	0.0008394	0.0005162	1.257e-05	9.101e-05	0.08305	2.647e-07	3.962	0.004151	94.62	2.11e-05	47690000.0	6.74e-10	0.01132	7.637e-07	4.832e-19	0.001377	97.74	2.916e-07	1721.0	6331.0	1.168	44.88	1898.0	0.04922	1047.0	350.4	61.51	5.161e-31	2.348e-11	2.348e-11	0.005122	0.001306	1.704e-05	0.3685	1.731e-11	1.019e-06	0.0	2.348e-11	4.986e-14	4.986e-14	1.372e-07	0.0001037	3.925e-28	2.353e-07	7.514e-11	0.02322	0.04198	6.252e-08	0.223	92.13	3.405e-10	3.494e-18	9.802e-06	5.401e-07	3.061e-06	1.324e-35	2.374e-22	1.116e-19	0.0002722	3.719e-05	5.288e-05	4.299e-10	1.56e-10	1.434e-10	2.5e-10	291.3	4.849e-07	0.0001007	64.28	0.02393	0.0003544	2.768e-06	8.454e-65	8.454e-65	117.0	1.744	1.238e-05	1.275e-05	2.917e-06	5.405e-07	99.05	4.574e-264	0.000417	0.7394	51.12	3.915e-06
81.0	3.332e-06	8.107e-05	0.5671	3.326e-09	2.36e-05	8.342e-12	2.868e-12	9.258e-15	9.258e-15	1.929	0.004281	0.01611	1.793e-10	7.641e-10	0.09149	3.41e-10	0.0003695	0.0003915	1.515e-11	6.233e-06	3.667e-10	3.489e-10	1.32e-11	3.695e-13	1.862e-14	1.34e-13	2.998e-10	4.8e-17	1.963	0.0619	1849.0	14.17	0.02085	1.427e-09	8.342e-12	0.0007157	62.75	5.592e-06	0.0002219	1.788e-05	0.0001015	2.314e-05	9.258e-15	7.942e-07	0.0007757	1722000.0	26130.0	0.06029	0.003704	0.0004224	0.0002742	297.2	54.63	1.353e-06	0.3215	1.353e-06	1.353e-08	0.3215	7.401e-05	5.565e-08	6.35e-09	1729000.0	24620.0	7.179e-07	4.781e-06	1.277e-07	44.34	0.0001006	7.405e-06	1.864e-06	8.452e-10	0.008359	0.004873	2.868e-12	9.258e-15	0.01127	0.06524	1.57e-08	6274.0	0.000133	1.854e-06	54.51	3.474e-06	2.392e-07	0.003835	0.0001028	9.567e-11	0.9254	1.668e-07	0.007168	0.0002461	5.181	4.664	49100000.0	0.001088	0.0007868	1.38e-05	9.987e-05	0.1268	3.032e-07	4.033	0.003582	113.4	2.314e-05	49100000.0	6.532e-10	0.009747	7.942e-07	4.379e-19	0.001521	117.2	3.143e-07	1863.0	5494.0	1.545	47.91	1518.0	0.06168	925.8	306.3	63.68	5.682e-31	2.555e-11	2.555e-11	0.004319	0.001099	1.672e-05	0.468	1.961e-11	1.177e-06	0.0	2.555e-11	4.314e-14	4.314e-14	1.293e-07	0.0001078	3.375e-28	2.232e-07	7.989e-11	0.03283	0.05959	5.952e-08	0.2025	107.5	2.31e-10	1.615e-18	1.039e-05	5.561e-07	3.354e-06	4.918e-36	2.091e-22	6.729e-20	0.0003404	4.651e-05	6.613e-05	6.668e-10	2.41e-10	2.214e-10	3.868e-10	323.5	6.724e-07	0.0001389	76.19	0.02716	0.0003988	2.635e-06	3.059e-62	3.059e-62	131.4	1.775	1.555e-05	1.602e-05	2.777e-06	5.145e-07	103.9	1.494e-254	0.0005523	0.7667	59.87	3.727e-06
