cell_number	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179
201.0	1.839e-16	5.977e-16	1.052e-10	2.799e-23	1.659e-08	1.673e-16	9.427e-22	3.643e-23	3.643e-23	1.353e-15	1.03e-12	3.388e-12	2.03e-24	5.317e-24	4.563e-21	1.767e-18	4.023e-12	8.216e-09	1.318e-17	2.809e-14	1.322e-22	2.899e-16	1.149e-17	5.228e-24	2.042e-24	1.469e-23	1.081e-22	8.516e-26	1.056e-10	5.008e-16	0.001777	2.855e-09	0.08	2.272e-10	1.673e-16	5.898e-07	9.723e-10	1.199e-21	2.012e-08	1.256e-08	7.135e-08	1.742e-08	3.643e-23	1.284e-13	1.811e-17	1.38e-08	1.758e-10	1.187e-11	2.296e-15	1.318e-17	7.066e-17	1.609e-10	7.613e-08	7.823e-17	9.621e-14	7.823e-17	9.854e-23	9.621e-14	1.772e-21	5.231e-23	4.624e-23	7.255e-09	1.457e-15	1.837e-13	9.085e-18	6.61e-17	6.53e-05	9.124e-09	5.122e-09	1.31e-09	5.592e-23	2.912e-16	2.487e-17	9.427e-22	3.643e-23	3.728e-12	2.453e-11	8.366e-07	2.267e-05	9.319e-11	2.112e-17	1.977e-07	2.562e-17	2.112e-17	1.113e-15	6.243e-18	4e-20	3.057e-15	1.034e-21	4.508e-07	3.323e-12	2.069e-11	5.82e-08	0.4718	0.006416	7.135e-08	9.543e-09	7.018e-08	2.93e-07	1.57e-16	1.266e-09	1.248e-16	1.474e-14	1.742e-08	0.4975	4.259e-23	3.854e-16	1.284e-13	2.562e-27	4.076e-15	6.804e-08	1.739e-24	0.1027	5.096e-12	170.4	0.005732	1.422e-15	0.001569	8.472e-05	8.561e-14	4.498e-07	1.139e-50	5.123e-16	5.123e-16	1.446e-11	3.958e-12	5.85e-18	7.905e-06	8.04e-32	3.912e-16	0.0	5.124e-16	1.047e-20	1.047e-20	3.038e-20	5.007e-06	1.725e-40	8.464e-27	5.539e-35	0.8276	1.192	0.0001542	0.001272	0.0008624	2.467e-06	5.309e-08	0.9235	0.1609	0.08423	1.015e-21	3.297e-14	2.724e-14	1.179e-09	2.5e-10	1.412e-10	7.242e-10	4.667e-12	1.906e-12	2.148e-11	0.001386	0.0005845	1.038e-05	1101.0	0.01066	0.0002858	2.016e-10	8.77e-11	8.77e-11	0.02231	3.334e-09	2.299e-10	4.978e-09	2.129e-10	6.493e-11	1.48e-08	6.9e-09	3.96e-10	5.68e-11	20.68	0.01021
202.0	1.467e-16	4.176e-16	8.992e-11	2.589e-23	1.544e-08	1.411e-16	8.077e-22	3.382e-23	3.382e-23	9.537e-16	8.781e-13	2.892e-12	1.782e-24	4.705e-24	3.76e-21	1.226e-18	3.152e-12	7.614e-09	1.088e-17	2.616e-14	1.054e-22	2.419e-16	9.488e-18	4.835e-24	1.888e-24	1.358e-23	8.615e-23	7.623e-26	8.717e-11	4.162e-16	0.001379	2.221e-09	0.06763	1.71e-10	1.411e-16	5.011e-07	7.669e-10	9.556e-22	1.873e-08	1.169e-08	6.641e-08	1.621e-08	3.382e-23	1.201e-13	1.328e-17	9.32e-09	1.487e-10	1.014e-11	1.881e-15	1.133e-17	4.703e-17	1.209e-10	6.746e-08	6.174e-17	8.568e-14	6.174e-17	8.713e-23	8.568e-14	1.35e-21	4.625e-23	4.088e-23	5.676e-09	1.193e-15	1.001e-13	6.353e-18	5.457e-17	4.982e-05	8.492e-09	4.768e-09	1.219e-09	5.171e-23	2.499e-16	2.13e-17	8.077e-22	3.382e-23	3.166e-12	2.073e-11	5.385e-07	1.478e-05	6.299e-11	1.599e-17	1.508e-07	1.79e-17	1.599e-17	7.263e-16	4.532e-18	2.978e-20	2.416e-15	8.808e-22	3.871e-07	2.868e-12	1.633e-11	5.394e-08	0.4034	0.005326	6.641e-08	8.884e-09	6.532e-08	2.35e-07	1.296e-16	9.68e-10	1.071e-16	1.088e-14	1.621e-08	0.4263	3.939e-23	3.301e-16	1.201e-13	2.363e-27	3.797e-15	6.342e-08	1.515e-24	0.08725	4.064e-12	159.4	0.004814	1.107e-15	0.001474	5.949e-05	6.564e-14	3.861e-07	9.525e-51	4.321e-16	4.321e-16	1.198e-11	3.276e-12	4.667e-18	5.999e-06	6.902e-32	3.287e-16	0.0	4.322e-16	7.258e-21	7.258e-21	2.104e-20	3.479e-06	1.526e-40	7.132e-27	4.508e-35	0.7733	1.118	0.0001512	0.001111	0.0007377	1.862e-06	3.402e-08	0.8664	0.1489	0.08005	5.889e-22	2.837e-14	1.81e-14	1.128e-09	2.393e-10	1.351e-10	6.934e-10	4.465e-12	1.823e-12	2.056e-11	0.001093	0.0004611	8.189e-06	981.1	0.009298	0.0002451	1.936e-10	8.429e-11	8.429e-11	0.0199	3.212e-09	2.214e-10	4.796e-09	2.045e-10	6.237e-11	1.353e-08	6.319e-09	3.279e-10	5.449e-11	19.64	0.01002
203.0	1.18e-16	2.899e-16	7.675e-11	2.394e-23	1.437e-08	1.188e-16	6.913e-22	3.141e-23	3.141e-23	6.749e-16	7.473e-13	2.465e-12	1.58e-24	4.203e-24	3.156e-21	8.442e-19	2.459e-12	7.054e-09	8.962e-18	2.437e-14	8.444e-23	2.015e-16	7.813e-18	4.47e-24	1.746e-24	1.256e-23	6.904e-23	6.818e-26	7.178e-11	3.452e-16	0.001067	1.723e-09	0.05706	1.283e-10	1.188e-16	4.25e-07	6.032e-10	7.66e-22	1.743e-08	1.088e-08	6.182e-08	1.509e-08	3.141e-23	1.124e-13	9.682e-18	6.249e-09	1.256e-10	8.651e-12	1.538e-15	9.732e-18	3.137e-17	9.137e-11	6.034e-08	4.909e-17	7.706e-14	4.909e-17	7.778e-23	7.706e-14	1.045e-21	4.128e-23	3.65e-23	4.473e-09	9.84e-16	5.373e-14	4.408e-18	4.494e-17	3.787e-05	7.905e-09	4.44e-09	1.135e-09	4.781e-23	2.142e-16	1.822e-17	6.913e-22	3.141e-23	2.685e-12	1.749e-11	3.433e-07	9.551e-06	4.226e-11	1.205e-17	1.145e-07	1.243e-17	1.205e-17	4.743e-16	3.268e-18	2.205e-20	1.904e-15	7.496e-22	3.32e-07	2.473e-12	1.284e-11	4.998e-08	0.3445	0.004411	6.182e-08	8.272e-09	6.081e-08	1.896e-07	1.067e-16	7.375e-10	9.182e-17	8.067e-15	1.509e-08	0.3648	3.643e-23	2.824e-16	1.124e-13	2.18e-27	3.537e-15	5.912e-08	1.331e-24	0.07401	3.232e-12	149.2	0.004035	8.599e-16	0.001385	4.147e-05	5.018e-14	3.31e-07	8.12e-51	3.639e-16	3.639e-16	9.901e-12	2.705e-12	3.711e-18	4.528e-06	6.042e-32	2.755e-16	0.0	3.639e-16	4.994e-21	4.994e-21	1.446e-20	2.399e-06	1.351e-40	6.002e-27	3.74e-35	0.7227	1.049	0.0001485	0.000969	0.0006302	1.397e-06	2.158e-08	0.8129	0.1377	0.07612	3.373e-22	2.436e-14	1.192e-14	1.079e-09	2.289e-10	1.292e-10	6.635e-10	4.271e-12	1.744e-12	1.966e-11	0.0008581	0.0003619	6.424e-06	872.6	0.008097	0.0002097	1.859e-10	8.101e-11	8.101e-11	0.01774	3.094e-09	2.132e-10	4.62e-09	1.964e-10	5.992e-11	1.249e-08	5.841e-09	2.731e-10	5.227e-11	18.65	0.009835
204.0	9.536e-17	1.999e-16	6.54e-11	2.213e-23	1.338e-08	9.982e-17	5.909e-22	2.918e-23	2.918e-23	4.785e-16	6.349e-13	2.097e-12	1.411e-24	3.784e-24	2.69e-21	5.763e-19	1.909e-12	6.532e-09	7.362e-18	2.27e-14	6.813e-23	1.673e-16	6.418e-18	4.131e-24	1.613e-24	1.161e-23	5.57e-23	6.089e-26	5.893e-11	2.856e-16	0.0008223	1.331e-09	0.04803	9.578e-11	9.982e-17	3.599e-07	4.73e-10	6.181e-22	1.623e-08	1.013e-08	5.754e-08	1.404e-08	2.918e-23	1.052e-13	7.007e-18	4.158e-09	1.058e-10	7.366e-12	1.255e-15	8.348e-18	2.092e-17	6.929e-11	5.439e-08	3.925e-17	6.987e-14	3.925e-17	6.998e-23	6.987e-14	8.206e-22	3.714e-23	3.283e-23	3.543e-09	8.172e-16	2.842e-14	3.033e-18	3.692e-17	2.868e-05	7.358e-09	4.134e-09	1.057e-09	4.418e-23	1.834e-16	1.556e-17	5.909e-22	2.918e-23	2.273e-12	1.473e-11	2.165e-07	6.113e-06	2.814e-11	9.024e-18	8.642e-08	8.567e-18	9.024e-18	3.102e-16	2.339e-18	1.622e-20	1.497e-15	6.367e-22	2.843e-07	2.13e-12	1.005e-11	4.629e-08	0.2937	0.003646	5.754e-08	7.702e-09	5.66e-08	1.541e-07	8.769e-17	5.599e-10	7.86e-17	6.016e-15	1.404e-08	0.3118	3.367e-23	2.412e-16	1.052e-13	2.012e-27	3.295e-15	5.509e-08	1.179e-24	0.06266	2.563e-12	139.6	0.003375	6.659e-16	0.001302	2.868e-05	3.824e-14	2.834e-07	7.028e-51	3.057e-16	3.057e-16	8.16e-12	2.227e-12	2.94e-18	3.399e-06	5.373e-32	2.304e-16	0.0	3.057e-16	3.408e-21	3.408e-21	9.852e-21	1.64e-06	1.195e-40	5.042e-27	3.152e-35	0.6755	0.984	0.0001458	0.0008444	0.0005375	1.042e-06	1.353e-08	0.7628	0.1274	0.07243	1.903e-22	2.086e-14	7.776e-15	1.031e-09	2.188e-10	1.234e-10	6.346e-10	4.083e-12	1.667e-12	1.88e-11	0.0006696	0.0002824	5.012e-06	774.8	0.007035	0.000179	1.786e-10	7.785e-11	7.785e-11	0.01578	2.979e-09	2.053e-10	4.449e-09	1.887e-10	5.756e-11	1.162e-08	5.44e-09	2.29e-10	5.013e-11	17.7	0.009661
205.0	7.737e-17	1.368e-16	5.563e-11	2.044e-23	1.245e-08	8.367e-17	5.043e-22	2.71e-23	2.71e-23	3.391e-16	5.384e-13	1.781e-12	1.268e-24	3.428e-24	2.32e-21	3.897e-19	1.475e-12	6.044e-09	6.031e-18	2.114e-14	5.539e-23	1.385e-16	5.258e-18	3.815e-24	1.49e-24	1.072e-23	4.529e-23	5.429e-26	4.823e-11	2.357e-16	0.0006311	1.025e-09	0.04034	7.122e-11	8.367e-17	3.042e-07	3.697e-10	5.027e-22	1.51e-08	9.427e-09	5.355e-08	1.306e-08	2.71e-23	9.851e-14	5.034e-18	2.746e-09	8.883e-11	6.261e-12	1.022e-15	7.151e-18	1.391e-17	5.263e-11	4.933e-08	3.152e-17	6.376e-14	3.152e-17	6.334e-23	6.376e-14	6.539e-22	3.362e-23	2.972e-23	2.817e-09	6.82e-16	1.479e-14	2.068e-18	3.026e-17	2.165e-05	6.847e-09	3.848e-09	9.831e-10	4.081e-23	1.568e-16	1.328e-17	5.043e-22	2.71e-23	1.92e-12	1.238e-11	1.349e-07	3.873e-06	1.859e-11	6.721e-18	6.49e-08	5.863e-18	6.721e-18	2.034e-16	1.662e-18	1.186e-20	1.174e-15	5.396e-22	2.431e-07	1.833e-12	7.824e-12	4.284e-08	0.25	0.003007	5.355e-08	7.169e-09	5.267e-08	1.262e-07	7.186e-17	4.238e-10	6.721e-17	4.519e-15	1.306e-08	0.2661	3.11e-23	2.058e-16	9.851e-14	1.855e-27	3.069e-15	5.131e-08	1.05e-24	0.05293	2.027e-12	130.6	0.002817	5.142e-16	0.001224	1.967e-05	2.905e-14	2.423e-07	6.157e-51	2.563e-16	2.563e-16	6.707e-12	1.829e-12	2.319e-18	2.537e-06	4.838e-32	1.921e-16	0.0	2.563e-16	2.306e-21	2.306e-21	6.653e-21	1.112e-06	1.057e-40	4.229e-27	2.689e-35	0.6313	0.9233	0.0001434	0.0007351	0.0004577	7.711e-07	8.371e-09	0.7157	0.1177	0.06894	1.057e-22	1.782e-14	5.019e-15	9.853e-10	2.091e-10	1.179e-10	6.064e-10	3.9e-12	1.592e-12	1.796e-11	0.0005196	0.0002191	3.888e-06	686.7	0.006098	0.0001526	1.715e-10	7.48e-11	7.48e-11	0.01403	2.866e-09	1.975e-10	4.281e-09	1.812e-10	5.529e-11	1.088e-08	5.097e-09	1.937e-10	4.806e-11	16.79	0.009496
206.0	6.289e-17	9.293e-17	4.723e-11	1.887e-23	1.158e-08	6.995e-17	4.296e-22	2.516e-23	2.516e-23	2.399e-16	4.556e-13	1.51e-12	1.144e-24	3.12e-24	2.019e-21	2.609e-19	1.132e-12	5.588e-09	4.928e-18	1.968e-14	4.543e-23	1.142e-16	4.296e-18	3.521e-24	1.375e-24	9.891e-24	3.715e-23	4.83e-26	3.933e-11	1.939e-16	0.0004823	7.861e-10	0.03379	5.272e-11	6.995e-17	2.566e-07	2.88e-10	4.124e-22	1.404e-08	8.769e-09	4.98e-08	1.215e-08	2.516e-23	9.228e-14	3.588e-18	1.798e-09	7.441e-11	5.312e-12	8.299e-16	6.118e-18	9.211e-18	3.996e-11	4.494e-08	2.538e-17	5.849e-14	2.538e-17	5.759e-23	5.849e-14	5.285e-22	3.057e-23	2.702e-23	2.244e-09	5.71e-16	7.57e-15	1.396e-18	2.473e-17	1.627e-05	6.368e-09	3.58e-09	9.144e-10	3.766e-23	1.339e-16	1.131e-17	4.296e-22	2.516e-23	1.619e-12	1.038e-11	8.303e-08	2.428e-06	1.219e-11	4.976e-18	4.848e-08	3.983e-18	4.976e-18	1.338e-16	1.17e-18	8.616e-21	9.173e-16	4.562e-22	2.075e-07	1.576e-12	6.058e-12	3.962e-08	0.2126	0.002474	4.98e-08	6.67e-09	4.899e-08	1.044e-07	5.873e-17	3.197e-10	5.738e-17	3.422e-15	1.215e-08	0.2268	2.871e-23	1.753e-16	9.228e-14	1.711e-27	2.858e-15	4.776e-08	9.389e-25	0.04461	1.599e-12	122.2	0.002346	3.958e-16	0.001152	1.337e-05	2.199e-14	2.067e-07	5.444e-51	2.142e-16	2.142e-16	5.495e-12	1.497e-12	1.821e-18	1.882e-06	4.399e-32	1.596e-16	0.0	2.142e-16	1.545e-21	1.545e-21	4.45e-21	7.464e-07	9.343e-41	3.539e-27	2.315e-35	0.5899	0.8663	0.000141	0.0006393	0.0003891	5.661e-07	5.102e-09	0.6714	0.1087	0.06565	5.758e-23	1.517e-14	3.2e-15	9.403e-10	1.995e-10	1.125e-10	5.79e-10	3.722e-12	1.519e-12	1.714e-11	0.0004008	0.000169	2.998e-06	607.6	0.005272	0.0001297	1.647e-10	7.186e-11	7.186e-11	0.01245	2.756e-09	1.899e-10	4.117e-09	1.74e-10	5.309e-11	1.023e-08	4.797e-09	1.653e-10	4.605e-11	15.93	0.00934
207.0	5.114e-17	6.261e-17	4.001e-11	1.739e-23	1.076e-08	5.83e-17	3.653e-22	2.335e-23	2.335e-23	1.691e-16	3.847e-13	1.277e-12	1.036e-24	2.848e-24	1.767e-21	1.727e-19	8.633e-13	5.161e-09	4.014e-18	1.831e-14	3.761e-23	9.388e-17	3.499e-18	3.245e-24	1.267e-24	9.118e-24	3.075e-23	4.287e-26	3.195e-11	1.589e-16	0.0003668	6.003e-10	0.02822	3.883e-11	5.83e-17	2.159e-07	2.235e-10	3.415e-22	1.305e-08	8.151e-09	4.629e-08	1.13e-08	2.335e-23	8.647e-14	2.535e-18	1.167e-09	6.212e-11	4.497e-12	6.719e-16	5.225e-18	6.056e-18	3.027e-11	4.107e-08	2.045e-17	5.386e-14	2.045e-17	5.253e-23	5.386e-14	4.33e-22	2.788e-23	2.465e-23	1.788e-09	4.791e-16	3.801e-15	9.323e-19	2.015e-17	1.218e-05	5.92e-09	3.328e-09	8.5e-10	3.471e-23	1.141e-16	9.619e-18	3.653e-22	2.335e-23	1.361e-12	8.684e-12	5.033e-08	1.503e-06	7.922e-12	3.66e-18	3.599e-08	2.683e-18	3.66e-18	8.841e-17	8.169e-19	6.212e-21	7.146e-16	3.847e-22	1.768e-07	1.352e-12	4.659e-12	3.66e-08	0.1804	0.00203	4.629e-08	6.202e-09	4.554e-08	8.712e-08	4.785e-17	2.402e-10	4.891e-17	2.613e-15	1.13e-08	0.1929	2.647e-23	1.491e-16	8.647e-14	1.577e-27	2.66e-15	4.443e-08	8.427e-25	0.0375	1.257e-12	114.2	0.001948	3.036e-16	0.001083	8.995e-06	1.658e-14	1.761e-07	4.845e-51	1.786e-16	1.786e-16	4.485e-12	1.221e-12	1.423e-18	1.387e-06	4.03e-32	1.322e-16	0.0	1.786e-16	1.024e-21	1.024e-21	2.943e-21	4.957e-07	8.25e-41	2.956e-27	2.006e-35	0.5509	0.8125	0.0001388	0.0005552	0.0003301	4.112e-07	3.052e-09	0.6296	0.1003	0.06252	3.065e-23	1.285e-14	2.01e-15	8.966e-10	1.903e-10	1.072e-10	5.523e-10	3.55e-12	1.449e-12	1.634e-11	0.0003072	0.0001295	2.297e-06	536.6	0.004545	0.00011	1.581e-10	6.901e-11	6.901e-11	0.01104	2.648e-09	1.824e-10	3.956e-09	1.67e-10	5.097e-11	9.65e-09	4.529e-09	1.426e-10	4.411e-11	15.1	0.009192
208.0	4.156e-17	4.182e-17	3.381e-11	1.602e-23	9.996e-09	4.844e-17	3.099e-22	2.166e-23	2.166e-23	1.185e-16	3.239e-13	1.077e-12	9.388e-25	2.605e-24	1.553e-21	1.129e-19	6.529e-13	4.76e-09	3.257e-18	1.703e-14	3.143e-23	7.685e-17	2.84e-18	2.988e-24	1.167e-24	8.395e-24	2.57e-23	3.793e-26	2.583e-11	1.298e-16	0.0002775	4.563e-10	0.02349	2.843e-11	4.844e-17	1.812e-07	1.728e-10	2.855e-22	1.212e-08	7.571e-09	4.3e-08	1.05e-08	2.166e-23	8.101e-14	1.774e-18	7.497e-10	5.168e-11	3.796e-12	5.419e-16	4.454e-18	3.945e-18	2.281e-11	3.76e-08	1.648e-17	4.973e-14	1.648e-17	4.801e-23	4.973e-14	3.592e-22	2.548e-23	2.253e-23	1.422e-09	4.023e-16	1.867e-15	6.148e-19	1.635e-17	9.072e-06	5.498e-09	3.093e-09	7.895e-10	3.196e-23	9.709e-17	8.163e-18	3.099e-22	2.166e-23	1.141e-12	7.242e-12	3e-08	9.185e-07	5.098e-12	2.672e-18	2.655e-08	1.792e-18	2.672e-18	5.859e-17	5.644e-19	4.441e-21	5.548e-16	3.235e-22	1.503e-07	1.159e-12	3.556e-12	3.377e-08	0.1527	0.00166	4.3e-08	5.762e-09	4.229e-08	7.345e-08	3.884e-17	1.797e-10	4.161e-17	2.013e-15	1.05e-08	0.1638	2.438e-23	1.265e-16	8.101e-14	1.451e-27	2.475e-15	4.128e-08	7.585e-25	0.03143	9.844e-13	106.7	0.001612	2.32e-16	0.001019	5.98e-06	1.245e-14	1.496e-07	4.331e-51	1.483e-16	1.483e-16	3.644e-12	9.912e-13	1.104e-18	1.014e-06	3.712e-32	1.09e-16	0.0	1.484e-16	6.706e-22	6.706e-22	1.922e-21	3.252e-07	7.275e-41	2.463e-27	1.747e-35	0.5142	0.7617	0.0001366	0.0004814	0.0002793	2.949e-07	1.784e-09	0.59	0.0924	0.05955	1.585e-23	1.083e-14	1.24e-15	8.541e-10	1.813e-10	1.021e-10	5.262e-10	3.381e-12	1.38e-12	1.557e-11	0.0002338	9.861e-05	1.749e-06	472.8	0.003906	9.307e-05	1.517e-10	6.624e-11	6.624e-11	0.009765	2.542e-09	1.751e-10	3.798e-09	1.603e-10	4.891e-11	9.124e-09	4.285e-09	1.242e-10	4.222e-11	14.31	0.00905
209.0	3.371e-17	2.768e-17	2.848e-11	1.473e-23	9.277e-09	4.011e-17	2.624e-22	2.008e-23	2.008e-23	8.252e-17	2.719e-13	9.061e-13	8.519e-25	2.386e-24	1.367e-21	7.279e-20	4.895e-13	4.384e-09	2.632e-18	1.583e-14	2.652e-23	6.265e-17	2.295e-18	2.748e-24	1.073e-24	7.72e-24	2.168e-23	3.345e-26	2.078e-11	1.056e-16	0.0002088	3.452e-10	0.01948	2.069e-11	4.011e-17	1.516e-07	1.33e-10	2.409e-22	1.125e-08	7.026e-09	3.991e-08	9.75e-09	2.008e-23	7.588e-14	1.229e-18	4.765e-10	4.282e-11	3.196e-12	4.352e-16	3.789e-18	2.541e-18	1.709e-11	3.446e-08	1.325e-17	4.598e-14	1.325e-17	4.393e-23	4.598e-14	3.016e-22	2.332e-23	2.061e-23	1.128e-09	3.377e-16	8.966e-16	4.001e-19	1.322e-17	6.717e-06	5.103e-09	2.871e-09	7.327e-10	2.939e-23	8.241e-17	6.911e-18	2.624e-22	2.008e-23	9.534e-13	6.019e-12	1.754e-08	5.529e-07	3.247e-12	1.936e-18	1.944e-08	1.186e-18	1.936e-18	3.896e-17	3.857e-19	3.148e-21	4.291e-16	2.714e-22	1.274e-07	9.919e-13	2.69e-12	3.111e-08	0.1289	0.001353	3.991e-08	5.349e-09	3.925e-08	6.255e-08	3.14e-17	1.337e-10	3.532e-17	1.564e-15	9.75e-09	0.1387	2.242e-23	1.071e-16	7.588e-14	1.335e-27	2.3e-15	3.832e-08	6.841e-25	0.02625	7.682e-13	99.52	0.001328	1.765e-16	0.0009578	3.925e-06	9.302e-15	1.268e-07	3.882e-51	1.228e-16	1.228e-16	2.947e-12	8.006e-13	8.51e-19	7.361e-07	3.432e-32	8.959e-17	0.0	1.228e-16	4.332e-22	4.332e-22	1.238e-21	2.104e-07	6.403e-41	2.046e-27	1.525e-35	0.4795	0.7134	0.0001346	0.0004166	0.0002355	2.082e-07	1.016e-09	0.5524	0.08497	0.05673	7.938e-24	9.072e-15	7.498e-16	8.128e-10	1.725e-10	9.718e-11	5.01e-10	3.218e-12	1.313e-12	1.482e-11	0.0001768	7.454e-05	1.321e-06	415.6	0.003346	7.844e-05	1.455e-10	6.354e-11	6.354e-11	0.008625	2.439e-09	1.68e-10	3.644e-09	1.537e-10	4.691e-11	8.638e-09	4.059e-09	1.093e-10	4.037e-11	13.54	0.008914
210.0	2.727e-17	1.816e-17	2.393e-11	1.353e-23	8.602e-09	3.309e-17	2.217e-22	1.859e-23	1.859e-23	5.702e-17	2.275e-13	7.598e-13	7.731e-25	2.186e-24	1.205e-21	4.626e-20	3.635e-13	4.033e-09	2.119e-18	1.47e-14	2.259e-23	5.085e-17	1.847e-18	2.524e-24	9.854e-25	7.09e-24	1.847e-23	2.94e-26	1.663e-11	8.55e-17	0.0001562	2.598e-10	0.01609	1.496e-11	3.309e-17	1.265e-07	1.019e-10	2.053e-22	1.043e-08	6.515e-09	3.7e-08	9.041e-09	1.859e-23	7.106e-14	8.425e-19	2.996e-10	3.534e-11	2.683e-12	3.479e-16	3.216e-18	1.617e-18	1.27e-11	3.16e-08	1.063e-17	4.257e-14	1.063e-17	4.022e-23	4.257e-14	2.561e-22	2.135e-23	1.887e-23	8.917e-10	2.832e-16	4.202e-16	2.567e-19	1.064e-17	4.945e-06	4.732e-09	2.663e-09	6.794e-10	2.699e-23	6.979e-17	5.838e-18	2.217e-22	1.859e-23	7.941e-13	4.985e-12	1.006e-08	3.278e-07	2.045e-12	1.392e-18	1.414e-08	7.783e-19	1.392e-18	2.598e-17	2.606e-19	2.211e-21	3.307e-16	2.27e-22	1.078e-07	8.474e-13	2.017e-12	2.862e-08	0.1085	0.001098	3.7e-08	4.962e-09	3.64e-08	5.379e-08	2.527e-17	9.897e-11	2.991e-17	1.225e-15	9.041e-09	0.1172	2.06e-23	9.049e-17	7.106e-14	1.226e-27	2.137e-15	3.553e-08	6.18e-25	0.02186	5.971e-13	92.79	0.001091	1.336e-16	0.0009005	2.542e-06	6.917e-15	1.073e-07	3.485e-51	1.013e-16	1.013e-16	2.37e-12	6.432e-13	6.511e-19	5.3e-07	3.182e-32	7.332e-17	0.0	1.013e-16	2.759e-22	2.759e-22	7.858e-22	1.342e-07	5.626e-41	1.696e-27	1.334e-35	0.4467	0.6678	0.0001326	0.0003598	0.000198	1.447e-07	5.63e-10	0.5167	0.078	0.05405	3.838e-24	7.544e-15	4.438e-16	7.727e-10	1.64e-10	9.238e-11	4.764e-10	3.06e-12	1.249e-12	1.409e-11	0.0001326	5.593e-05	9.915e-07	364.5	0.002857	6.588e-05	1.394e-10	6.092e-11	6.092e-11	0.007604	2.338e-09	1.61e-10	3.494e-09	1.473e-10	4.496e-11	8.185e-09	3.849e-09	9.716e-11	3.856e-11	12.8	0.008784
211.0	2.2e-17	1.181e-17	2.005e-11	1.242e-23	7.97e-09	2.721e-17	1.869e-22	1.72e-23	1.72e-23	3.908e-17	1.898e-13	6.352e-13	7.013e-25	2.004e-24	1.062e-21	2.897e-20	2.673e-13	3.704e-09	1.698e-18	1.364e-14	1.942e-23	4.111e-17	1.48e-18	2.315e-24	9.04e-25	6.504e-24	1.588e-23	2.575e-26	1.324e-11	6.895e-17	0.0001163	1.946e-10	0.01325	1.075e-11	2.721e-17	1.052e-07	7.781e-11	1.765e-22	9.667e-09	6.036e-09	3.428e-08	8.376e-09	1.72e-23	6.653e-14	5.715e-19	1.863e-10	2.905e-11	2.245e-12	2.769e-16	2.724e-18	1.015e-18	9.367e-12	2.896e-08	8.502e-18	3.944e-14	8.502e-18	3.682e-23	3.944e-14	2.197e-22	1.954e-23	1.728e-23	7.02e-10	2.372e-16	1.921e-16	1.623e-19	8.529e-18	3.62e-06	4.384e-09	2.468e-09	6.295e-10	2.476e-23	5.898e-17	4.921e-18	1.869e-22	1.72e-23	6.592e-13	4.116e-12	5.65e-09	1.914e-07	1.275e-12	9.932e-19	1.02e-08	5.06e-19	9.932e-19	1.737e-17	1.741e-19	1.539e-21	2.54e-16	1.894e-22	9.102e-08	7.23e-13	1.498e-12	2.629e-08	0.09115	0.0008876	3.428e-08	4.599e-09	3.372e-08	4.671e-08	2.026e-17	7.288e-11	2.528e-17	9.679e-16	8.376e-09	0.09872	1.889e-23	7.627e-17	6.653e-14	1.125e-27	1.984e-15	3.291e-08	5.591e-25	0.01814	4.625e-13	86.44	0.0008917	1.008e-16	0.0008465	1.624e-06	5.12e-15	9.056e-08	3.131e-51	8.333e-17	8.333e-17	1.896e-12	5.141e-13	4.945e-19	3.786e-07	2.956e-32	5.977e-17	0.0	8.333e-17	1.732e-22	1.732e-22	4.914e-22	8.433e-08	4.934e-41	1.403e-27	1.167e-35	0.4157	0.6245	0.0001307	0.0003103	0.000166	9.885e-08	3.027e-10	0.4828	0.07146	0.0515	1.788e-24	6.229e-15	2.569e-16	7.339e-10	1.558e-10	8.773e-11	4.526e-10	2.906e-12	1.186e-12	1.338e-11	9.881e-05	4.167e-05	7.385e-07	318.9	0.002432	5.514e-05	1.336e-10	5.837e-11	5.837e-11	0.006693	2.24e-09	1.542e-10	3.347e-09	1.411e-10	4.307e-11	7.757e-09	3.649e-09	8.723e-11	3.68e-11	12.08	0.00866
