Cell_Number	
34	2.1704E+03	1.6635E+12	1.8504E+06	1.0640E+00	1.9094E-03	1.9094E-03	1.9094E-03	1.9094E-03	1.9094E-03	1.9094E-03	9.2498E+10	1.9094E-03	1.9405E+01	1.5342E+11	0.0000E+00	2.2881E+04	1.9094E-03	1.9094E-03	9.2548E+02	1.9094E-03	4.4009E+05	5.6367E-03	1.9094E-03	9.2232E+01	1.9094E-03	1.1333E+03
35	2.3733E+03	1.6381E+12	1.7717E+06	9.8103E-01	1.8804E-03	1.8804E-03	1.8804E-03	1.8804E-03	1.8804E-03	1.8804E-03	9.2258E+10	1.8804E-03	2.2409E+01	1.4998E+11	0.0000E+00	2.1559E+04	1.8804E-03	1.8804E-03	9.8157E+02	1.8804E-03	4.1846E+05	6.1192E-03	1.8804E-03	1.0235E+02	1.8804E-03	1.2669E+03
36	2.6050E+03	1.6142E+12	1.6983E+06	9.0415E-01	1.8525E-03	1.8525E-03	1.8525E-03	1.8525E-03	1.8525E-03	1.8525E-03	9.2000E+10	1.8525E-03	2.5798E+01	1.4635E+11	0.0000E+00	2.0250E+04	1.8525E-03	1.8525E-03	1.0496E+03	1.8525E-03	3.9734E+05	6.6470E-03	1.8525E-03	1.1330E+02	1.8525E-03	1.4163E+03
37	2.8664E+03	1.5917E+12	1.6339E+06	8.3735E-01	1.8260E-03	1.8260E-03	1.8260E-03	1.8260E-03	1.8260E-03	1.8260E-03	9.1724E+10	1.8260E-03	2.9605E+01	1.4259E+11	0.0000E+00	1.9018E+04	1.8260E-03	1.8260E-03	1.1286E+03	1.8260E-03	3.7779E+05	7.2409E-03	1.8260E-03	1.2512E+02	1.8260E-03	1.5831E+03
38	3.1594E+03	1.5711E+12	1.5858E+06	7.8759E-01	1.8014E-03	1.8014E-03	1.8014E-03	1.8014E-03	1.8014E-03	1.8014E-03	9.1450E+10	1.8014E-03	3.3871E+01	1.3878E+11	0.0000E+00	1.7963E+04	1.8014E-03	1.8014E-03	1.2185E+03	1.8014E-03	3.6157E+05	7.9488E-03	1.8014E-03	1.3788E+02	1.8014E-03	1.7691E+03
39	3.4861E+03	1.5528E+12	1.5581E+06	7.5782E-01	1.7791E-03	1.7791E-03	1.7791E-03	1.7791E-03	1.7791E-03	1.7791E-03	9.1201E+10	1.7791E-03	3.8644E+01	1.3501E+11	0.0000E+00	1.7137E+04	1.7791E-03	1.7791E-03	1.3192E+03	1.7791E-03	3.4958E+05	8.8160E-03	1.7791E-03	1.5163E+02	1.7791E-03	1.9767E+03
40	3.8472E+03	1.5369E+12	1.5461E+06	7.4281E-01	1.7592E-03	1.7592E-03	1.7592E-03	1.7592E-03	1.7592E-03	1.7592E-03	9.0982E+10	1.7592E-03	4.3973E+01	1.3130E+11	0.0000E+00	1.6487E+04	1.7592E-03	1.7592E-03	1.4287E+03	1.7592E-03	3.4073E+05	9.8581E-03	1.7592E-03	1.6645E+02	1.7592E-03	2.2080E+03
41	4.2405E+03	1.5227E+12	1.5454E+06	7.3789E-01	1.7411E-03	1.7411E-03	1.7411E-03	1.7411E-03	1.7411E-03	1.7411E-03	9.0761E+10	1.7411E-03	4.9897E+01	1.2765E+11	0.0000E+00	1.5955E+04	1.7411E-03	1.7411E-03	1.5430E+03	1.7411E-03	3.3400E+05	1.1086E-02	1.7411E-03	1.8239E+02	1.7411E-03	2.4652E+03
42	4.6610E+03	1.5093E+12	1.5478E+06	7.3505E-01	1.7238E-03	1.7238E-03	1.7238E-03	1.7238E-03	1.7238E-03	1.7238E-03	9.0486E+10	1.7238E-03	5.6440E+01	1.2403E+11	0.0000E+00	1.5443E+04	1.7238E-03	1.7238E-03	1.6549E+03	1.7238E-03	3.2769E+05	1.2480E-02	1.7238E-03	1.9947E+02	1.7238E-03	2.7502E+03
43	5.1016E+03	1.4956E+12	1.5408E+06	7.2246E-01	1.7061E-03	1.7061E-03	1.7061E-03	1.7061E-03	1.7061E-03	1.7426E-03	9.0093E+10	1.7061E-03	6.3608E+01	1.2037E+11	0.0000E+00	1.4823E+04	1.7061E-03	1.7061E-03	1.7556E+03	1.7061E-03	3.1930E+05	1.3956E-02	1.7061E-03	2.1771E+02	1.7061E-03	3.0646E+03
44	5.5545E+03	1.4807E+12	1.5171E+06	6.9381E-01	1.6868E-03	1.6868E-03	1.6868E-03	1.6868E-03	1.6868E-03	1.8941E-03	8.9528E+10	1.6868E-03	7.1396E+01	1.1664E+11	0.0000E+00	1.4036E+04	1.6868E-03	1.6868E-03	1.8357E+03	1.6868E-03	3.0763E+05	1.5435E-02	1.6868E-03	2.3716E+02	1.6868E-03	3.4102E+03
45	6.0139E+03	1.4640E+12	1.4672E+06	6.4199E-01	1.6656E-03	1.6656E-03	1.6656E-03	1.6656E-03	1.6656E-03	2.0521E-03	8.8754E+10	1.6656E-03	7.9799E+01	1.1284E+11	0.0000E+00	1.3017E+04	1.6656E-03	1.6656E-03	1.8873E+03	1.6656E-03	2.9111E+05	1.6776E-02	1.6656E-03	2.5781E+02	1.6656E-03	3.7889E+03
46	6.4711E+03	1.4456E+12	1.3861E+06	5.6511E-01	1.6421E-03	1.6421E-03	1.6421E-03	1.6421E-03	1.6421E-03	2.2107E-03	8.7744E+10	1.6421E-03	8.8813E+01	1.0876E+11	0.0000E+00	1.1719E+04	1.6421E-03	1.6421E-03	1.8998E+03	1.6421E-03	2.6852E+05	1.7821E-02	1.6421E-03	2.7915E+02	1.6421E-03	4.2034E+03
47	6.9851E+03	1.4237E+12	1.2721E+06	4.6820E-01	1.6143E-03	1.6143E-03	1.6143E-03	1.6143E-03	1.6143E-03	2.3917E-03	8.6414E+10	1.6143E-03	9.9472E+01	1.0426E+11	0.0000E+00	1.0176E+04	1.6143E-03	1.6143E-03	1.8812E+03	1.6143E-03	2.4008E+05	1.8610E-02	1.6143E-03	3.0384E+02	1.6143E-03	4.7005E+03
48	7.6249E+03	1.3967E+12	1.1322E+06	3.6422E-01	1.5808E-03	1.5808E-03	1.5808E-03	1.5808E-03	1.5808E-03	2.6202E-03	8.4706E+10	1.5808E-03	1.1302E+02	9.9341E+10	0.0000E+00	8.5135E+03	1.5808E-03	1.5808E-03	1.8427E+03	1.5808E-03	2.0780E+05	1.9222E-02	1.5808E-03	3.3480E+02	1.5841E-03	5.3343E+03
49	8.4130E+03	1.3667E+12	9.8984E+05	2.7277E-01	1.5434E-03	1.5434E-03	1.5434E-03	1.5434E-03	1.5434E-03	2.9032E-03	8.2688E+10	1.5434E-03	1.2998E+02	9.4044E+10	0.0000E+00	6.9455E+03	1.5434E-03	1.5434E-03	1.7857E+03	1.5434E-03	1.7604E+05	1.9808E-02	1.5434E-03	3.7185E+02	1.6925E-03	6.1254E+03
50	9.3898E+03	1.3359E+12	8.6565E+05	2.0412E-01	1.5050E-03	1.5298E-03	1.5050E-03	1.5050E-03	1.5050E-03	3.2529E-03	8.0491E+10	1.5050E-03	1.5110E+02	8.8636E+10	0.0000E+00	5.6422E+03	1.5050E-03	1.5050E-03	1.7243E+03	1.5050E-03	1.4866E+05	2.0644E-02	1.5050E-03	4.1543E+02	1.8231E-03	7.0989E+03
51	1.0595E+04	1.3057E+12	7.6739E+05	1.5684E-01	1.4672E-03	1.5759E-03	1.4672E-03	1.4672E-03	1.4672E-03	3.6815E-03	7.8202E+10	1.4672E-03	1.7730E+02	8.3278E+10	0.0000E+00	4.6304E+03	1.4672E-03	1.4672E-03	1.6697E+03	1.4672E-03	1.2683E+05	2.1954E-02	1.4672E-03	4.6584E+02	1.9793E-03	8.2825E+03
52	1.2064E+04	1.2764E+12	6.9242E+05	1.2477E-01	1.4303E-03	1.6283E-03	1.4303E-03	1.4303E-03	1.4303E-03	4.2000E-03	7.5846E+10	1.4303E-03	2.0970E+02	7.8024E+10	0.0000E+00	3.8538E+03	1.4303E-03	1.4303E-03	1.6262E+03	1.4303E-03	1.0977E+05	2.3852E-02	1.4303E-03	5.2313E+02	2.1622E-03	9.7053E+03
